title,subtitle,artist,img_link,year
Saint John the Baptist,Oil on panel,"Pacheco, Francisco",https://content.cdnprado.net/imagenes/Documentos/imgsem/d8/d8d8/d8d807ad-5b32-4afd-b649-1488902f5798/1d45f0de-c1d8-4cc9-aa0b-5763efef8761_268.jpg,1608
Landscape with Diana and Acteon,Oil on panel,"Clerck, Hendrik de; Alsloot, Denis Van",https://content3.cdnprado.net/imagenes/Documentos/imgsem/67/6755/6755db71-5b15-4664-912a-a31eb249eb04/1632cd94-2506-4b2b-a559-8888664b9d75_268.jpg,1608
Christ on the Cross,Oil on canvas,"Barocci, Federico",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5d/5d4f/5d4fa7a9-c45d-47ca-b5c6-c296d37c7214/5974448d-000e-4677-abd0-a7c2f4cc9cb1_268.jpg,1604
The Rape of Ganymede,Oil on canvas,"Cajés, Eugenio",https://content3.cdnprado.net/imagenes/Documentos/imgsem/dd/dd92/dd92b018-2d45-435c-9e05-1b7c3209311d/509e0570-ac3d-45d6-bf4a-95fd304a593d_268.jpg,1604
The Fable of Leda,Oil on canvas,"Cajés, Eugenio",https://content.cdnprado.net/imagenes/Documentos/imgsem/7e/7e39/7e396b9a-c120-4b62-8714-cacdd6cb4abb/729b0228-767a-4a7e-820b-1f44cfc2f3fc_268.jpg,1604
Saint Francis,Fresco painting on mural transferred to canvas,"Carracci, Annibale",https://content3.cdnprado.net/imagenes/Documentos/imgsem/7f/7f8d/7f8d50e1-179c-4add-b3d0-b70a8ebdb6b4/e6bc1a9d-7f64-48f4-81cd-dd58a1445fa0_268.jpg,1605
James the Great,Fresco painting on mural transferred to canvas,"Albani, Francesco",https://content3.cdnprado.net/imagenes/Documentos/imgsem/2e/2e3e/2e3e03ef-dfd6-496b-bce9-1359d96888e1/73238181-5395-422c-8361-14b190d23efe_268.jpg,1605
Saint Lawrence,Fresco painting on mural transferred to canvas,"Carracci, Annibale",https://content3.cdnprado.net/imagenes/Documentos/imgsem/58/58bc/58bc1fed-0b92-4f12-8222-f7d51d0ddb9c/ea333252-7cbc-46e5-a8af-0638bb6ca458_268.jpg,1605
Saint Didacus of Alcalá receiving alms,Fresco painting on mural transferred to canvas,"Carracci, Annibale; Albani, Francesco",https://content3.cdnprado.net/imagenes/Documentos/imgsem/56/56b9/56b9b4cf-5587-4a6e-be06-285c398abd82/c80928a4-8218-4b5a-af78-f14b531c0adb_268.jpg,1605
Saint Didacus of Alcalá receiving the franciscan habit,Fresco painting on mural transferred to canvas,"Carracci, Annibale; Albani, Francesco",https://content.cdnprado.net/imagenes/Documentos/imgsem/84/84c5/84c557b5-4559-4340-a5be-7d45e7e7e101/4a27423a-71fa-4e15-9d4b-9dcf129f18ed_268.jpg,1605
Triumphal Arch,Oil on canvas,Domenichino (Domenico Zampieri),https://content3.cdnprado.net/imagenes/Documentos/imgsem/9e/9e3f/9e3f2c3c-f071-4fb5-b69c-829f6a25279c/23e650f6-7b39-47d1-ba56-5de24ad3a956_268.jpg,1609
The Recognition of Phililpoemen,Oil on canvas,"Rubens, Peter Paul; Snyders, Frans",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e7/e746/e746cfc8-6f54-4d71-bf93-f6cc40af2e6d/95f39ad1-85ce-4524-9963-302c12f7e238_268.jpg,1609
"Cosimo II, Grand Duke of Tuscany",Oil on canvas,"Allori, Cristofano",https://content3.cdnprado.net/imagenes/Documentos/imgsem/9e/9e9a/9e9a3139-d292-42b2-a0d2-d63433112b8c/51c99662-6238-4873-8b28-3df41b95e14f_268.jpg,1609
"Christine of Lorraine, Grand Duchess of Tuscany",Oil on canvas,"Allori, Cristofano",https://content.cdnprado.net/imagenes/Documentos/imgsem/b3/b358/b35868c8-b345-4a6d-9cd5-169b9c0cf6f2/4695ec2b-2238-44b5-b6e2-a5a1bd8e2c84_268.jpg,1609
The Emperor Charles V,Oil on canvas,"Pantoja de la Cruz, Juan",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a4/a4f2/a4f253c5-de88-4d90-9c24-857ab7a59519/02fd0bcd-07f8-4afe-ba35-4119dbaa6a80_268.jpg,1605
The Last Supper,Oil on canvas,"Carducho, Bartolomé",https://content2.cdnprado.net/imagenes/Documentos/imgsem/73/732d/732dcdfe-42ef-4fdc-9d5c-946653354115/204d8b72-c660-4236-be1a-776bfaa1b6ee_268.jpg,1605
"Margarita Francisca, Daughter of Philip III, Infanta of Spain",Oil on canvas,"Morán, Santiago",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ec/ecfd/ecfd2c3c-8897-4656-b012-c8a52b96ea1d/acbd7dc2-9f71-403b-b93a-69276648af96_268.jpg,1610
Landscape with Psyche and Jupiter,Oil on canvas,"Rubens, Peter Paul; Bril, Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/19/191c/191cc2c4-2562-47bd-89aa-97cbf65c6bd7/e833ad58-ba98-4fa6-9d2b-b6d739da0aff_268.jpg,1610
Saint John the Evangelist,Fresco painting on wall covering,"Mohedano de la Gutierra, Antonio (Attributed To)",https://content1.cdnprado.net/imagenes/Documentos/imgsem/cc/cc13/cc138bb5-2d55-4202-a2c7-7042a1150a84/d44f345d-8c9b-4f08-8617-91c6f90ebd15_268.jpg,1610
Nativity,Oil on canvas,"Cajés, Eugenio",https://content2.cdnprado.net/imagenes/Documentos/imgsem/38/382e/382ea20b-9ec8-477e-a115-11cfc89f29ef/92692eed-4522-48b5-ad67-e185f1106f99_268.jpg,1610
Abundance with the Four Elements,Oil on copperplate,"Brueghel The Elder, Jan (Jan 'velvet' Brueghel); Clerck, Hendrik de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/78/78f4/78f43e05-4bd7-4f3e-b6f7-6219e938c110/bb4c3ef1-9a03-4fcf-a4db-648d48cb350b_268.jpg,1606
Philip III,Oil on canvas,"Pantoja de la Cruz, Juan",https://content3.cdnprado.net/imagenes/Documentos/imgsem/84/840e/840ea644-a901-4ca3-be48-ca857d57b876/fb48a54a-9570-41a6-bda0-7c7c349f9d16_268.jpg,1606
Margaret of Austria,Oil on canvas,"Pantoja de la Cruz, Juan",https://content3.cdnprado.net/imagenes/Documentos/imgsem/70/70ef/70ef34ef-320c-475b-9a65-053c43c7322f/c987961b-8aba-4cad-a79b-44d3b9d64236_268.jpg,1606
Saint George and the Dragon,Oil on canvas,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/de/dea0/dea0a4cc-110e-425e-a8e2-bdb37444d26c/39c9bdf2-6e38-4537-87b6-c0348528db4f_268.jpg,1608
The Judgement of Paris,Oil on panel,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/91/918b/918bc2de-00a9-480d-87ba-96ac25f22bf4/02e90b75-fce3-4cef-8d7e-36c716507a1d_268.jpg,1608
Pietá,Oil on canvas,Young Palma (Jacopo Negretti),https://content3.cdnprado.net/imagenes/Documentos/imgsem/c6/c659/c6593786-def3-4fee-b722-af355fc92e6b/6014ed11-3a6a-41df-9e2e-5f2dc100047d_268.jpg,1611
The Archdukes' Hunt,Oil on canvas,"Brueghel The Elder, Jan (Jan 'velvet' Brueghel)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c1/c182/c18257dc-40cd-40e7-b08a-168ae3c484a4/334084be-c641-4b8c-a36a-869aec2fbf87_268.jpg,1611
"Table with a cloth, salt cellar, gilt tazza, pie, jug, porcelain dish with...",Oil on panel,"Peeters, Clara",https://content3.cdnprado.net/imagenes/Documentos/imgsem/bb/bb6e/bb6e422f-c9b3-4219-8849-08621daa0884/7497cb3e-53cb-417a-b6f8-f596859188b2_268.jpg,1611
The Hall of the Full College in Venice,Oil on canvas,"Malombra, Pietro",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3a/3a3b/3a3b1ae0-9352-4d98-8cd2-f4d8abeb997f/a3397c8b-81af-43bb-8f52-8b471eba5129_268.jpg,1618
"Margaret of Austria, Queen of Spain",Oil on canvas,"Pantoja de la Cruz, Juan",https://content3.cdnprado.net/imagenes/Documentos/imgsem/56/56b0/56b0b900-45ae-4700-97cb-0107fe232301/4a12f140-302f-4eab-b6f7-84e8cb19ad29_268.jpg,1607
Country Wedding,Oil on canvas,"Brueghel The Elder, Jan (Jan 'velvet' Brueghel)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/4d/4dc0/4dc0197d-9686-4967-a13b-89fd3465ab40/7e973fd9-5b7b-404a-9154-89f1c29715cd_268.jpg,1612
Mary Magdalene before Christ’s Tomb,Oil on panel,"Ribalta, Francisco (Attributed To)",https://content2.cdnprado.net/imagenes/Documentos/imgsem/64/64b9/64b942fb-5ac3-4efa-8f70-b730d6036bee/5b516c5a-9c29-46b8-8260-0996965fe694_268.jpg,1612
Apostle,Oil on canvas,el Greco (Domenikos Theotokopoulos) (Workshop Of),https://content3.cdnprado.net/imagenes/Documentos/imgsem/d0/d089/d089740e-a95d-4a21-92f3-fc28c1ed838e/1bea2612-2f1e-40f9-8f37-a79da2476a9c_268.jpg,1614
Christ the Saviour,Oil on canvas,el Greco (Domenikos Theotokopoulos) (And Workshop),https://content3.cdnprado.net/imagenes/Documentos/imgsem/af/afda/afda2572-3634-4fc3-972d-f1a16f074f97/851aff80-4f35-438a-a5a4-99fed65a430a_268.jpg,1614
Saint James the Elder,Oil on canvas,el Greco (Domenikos Theotokopoulos) (And Workshop),https://content3.cdnprado.net/imagenes/Documentos/imgsem/e8/e8d1/e8d17de9-7de3-4d92-90b8-dcb007a0de0d/8b14461b-9681-4fd3-b4bc-f6c67ef8379d_268.jpg,1614
Saint Thomas,Oil on canvas,el Greco (Domenikos Theotokopoulos) (And Workshop),https://content3.cdnprado.net/imagenes/Documentos/imgsem/99/993c/993cb6c8-d059-453c-9325-1a0cf268a345/897e196f-f6d5-4159-ac5d-8852093ad78b_268.jpg,1614
Saint Paul,Oil on canvas,el Greco (Domenikos Theotokopoulos) (And Workshop),https://content3.cdnprado.net/imagenes/Documentos/imgsem/c1/c14b/c14bc64c-38ad-4098-a96b-bc203e302266/ad365872-b49b-4910-b6c6-3121e43f90ac_268.jpg,1614
The Crucifixion,Oil on canvas,"Tristán, Luis",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ed/ed7e/ed7e55bc-2e81-4478-98b1-a948b6075cfd/908ba747-f5c8-4dd9-a4b6-5b28c4e0320d_268.jpg,1613
Queen Margaret of Austria,Oil on canvas,"González, Bartolomé",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ce/cef4/cef484d8-21d2-45af-95aa-5b80dd547b41/38d81f7f-0aab-4a16-b234-5a2ac8eb3adc_268.jpg,1609
The Adoration of the Magi,Oil on canvas,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b6/b644/b6440da1-0c0c-4ead-84b7-f5a017e2fd17/a88e1b76-5c9e-49a5-bf4b-231f64059dc3_268.jpg,1609
Vase of Flowers,Oil on panel,"Brueghel The Elder, Jan (Jan 'velvet' Brueghel)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f0/f0f4/f0f402d1-5eee-4414-a306-4232a3568b6f/5b1c980e-cb0f-4d3a-b2bf-a29a49a91d6d_268.jpg,1615
Saint Peter,Oil on panel,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/19/191f/191fcaa5-1841-41dd-bcae-939be2f88437/1949e183-40f4-4027-b17d-c1d26c123fc5_268.jpg,1612
Saint John the Evangelist,Oil on panel,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/29/29bf/29bfd358-bfd3-43b4-a894-b57f6eb2d81f/f670f77a-d556-4347-8360-86a8c128fbb7_268.jpg,1612
Saint James the Greater,Oil on panel,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/72/72f7/72f76d59-fab7-4cea-8214-af0fb98fc293/7b31ee8c-31e8-4a7c-8525-8a3d60b8351b_268.jpg,1612
Saint Andrew,Oil on panel,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3b/3b51/3b512d00-0e07-47f9-944e-159058552dbf/a202875f-15d5-484c-bd62-464c2cc5af74_268.jpg,1612
Saint James the Less,Oil on panel,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/02/02ef/02ef9e0d-b544-48cb-bcd0-89611b37f55b/4a44acac-9567-4e17-b5ba-bf385397bbe1_268.jpg,1612
Saint Philip,Oil on panel,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a0/a0e7/a0e78920-8f28-47f5-8cd5-f50ba1dfa8c5/6171ad70-af43-44fd-b711-691535dc7569_268.jpg,1612
Saint Bartholomew,Oil on panel,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f4/f49d/f49d896e-547c-40bd-ac5d-4cb537e429d8/887ae517-9ad5-4bed-8d28-9e2bb7b843c8_268.jpg,1612
Saint Mathias,Oil on panel,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/72/7266/7266e04d-6251-4769-a1c1-7d2711eceb3b/6683fc87-91b8-4e1f-8e57-49814ed3fff4_268.jpg,1612
Saint Thomas,Oil on panel,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/62/629f/629fe4f7-9fdd-4b8f-af15-653882a62493/fc94147c-72be-4c9a-ab60-0677622ac629_268.jpg,1612
Saint Simon,Oil on panel,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/06/0679/0679cee8-ea16-47dc-81f8-179530faaa68/ed39339d-d595-40fa-93b6-fa1ad983cded_268.jpg,1612
Saint Matthew,Oil on panel,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e5/e52a/e52ae737-7a03-4690-9709-4eb5eec3fa98/3e508b5a-c145-45c3-8c13-42b13e8f968d_268.jpg,1612
Saint Paul,Oil on panel,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d9/d9ce/d9ce01ba-2d87-4bb2-adc1-266482f24875/78ec7f57-be84-4eb6-8d3f-fe2db84b98e6_268.jpg,1612
Saint Sebastian,Oil on canvas,el Greco (Domenikos Theotokopoulos),https://content3.cdnprado.net/imagenes/Documentos/imgsem/9b/9b72/9b723f8f-0bae-4247-a52e-ed267ae70615/a527657f-e875-4cd3-861d-359eeb445251_268.jpg,1614
Portrait of a Gentleman from the Van Beijeren van Schagen Family (Johan...,Oil on canvas,"Mierevelt, Michiel Jansz. Van",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a7/a731/a731a47f-82c8-4fcb-b508-8104ded8a47a/f376ec09-7286-49b9-91ea-1a51038fd597_268.jpg,1615
Abundance and the Four Elements,Oil on panel,"Balen, Hendrick Van; Brueghel The Elder, Jan (Jan 'velvet' Brueghel)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/10/10b1/10b1bb2d-26f3-4d0a-a1c0-87a61aadbafc/4c30f3d2-0a70-442f-a83d-4cd693d59ece_268.jpg,1615
Nymphs and Satyrs,Oil on canvas,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/31/3189/31893b2a-7ccb-411d-9ad1-de7360e81dd3/81f20100-954f-486d-b912-44692eea24b7_268.jpg,1615
Archduke Alberto de Austria,Oil on canvas,"Rubens, Peter Paul; Brueghel The Elder, Jan (Jan 'velvet' Brueghel)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/36/36db/36dba607-3137-455f-9d0d-2b7d3b3a1c1b/efd1da54-f041-4c9f-899a-58db7d4f8981_268.jpg,1615
The Infanta Isabel Clara Eugenia,Oil on canvas,"Rubens, Peter Paul; Brueghel The Elder, Jan (Jan 'velvet' Brueghel)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/be/beff/beff0a27-a731-47d8-b48e-144f8f98de8c/e779a888-8925-47fa-b5f1-569bfd1370e7_268.jpg,1615
"Isabella of France, Queen of Spain",Oil on canvas,"Pourbus el Joven, Frans",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e5/e5d6/e5d6ffce-305f-436e-bb9a-a815315c1373/c6a525a4-d93b-4413-89e1-ec73fd3291bb_268.jpg,1615
Saint Jerome writing,Oil on canvas,"Ribera, Jusepe de, lo Spagnoletto",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ed/ed0b/ed0b9f12-8471-4d50-88ec-b3ea87667120/42fd1049-f16b-420d-b1a6-557ded775c7e_268.jpg,1615
"The Guardian Angel, Saint Ursula and Saint Thomas",Oil on canvas,Cecco del Caravaggio (Francesco Buoneri),https://content3.cdnprado.net/imagenes/Documentos/imgsem/96/9664/966400f8-60f2-4ab9-a1cb-92fbf3ba9d8e/b4594c0e-6c65-41b4-a091-0ac21c218d77_268.jpg,1615
"Christ, the Example for Martyrs",Oil on canvas,"Roelas, Juan de (Attributed To)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/96/96f9/96f98270-edd8-4e1a-ac85-a5ea45a9f6fd/fda9ab30-c25d-45a5-8bf8-b77850bef1dd_268.jpg,1615
Woman with a Dove,Oil on canvas,Cecco del Caravaggio (Francesco Buoneri),https://content3.cdnprado.net/imagenes/Documentos/imgsem/23/23ba/23ba3ad5-e4d9-4644-8644-ebaf13737fcf/e5c6f930-a9ad-493c-a3c1-a7a2dd5488f9_268.jpg,1620
Heraclitus,Oil on canvas,"Ribera, Jusepe de, lo Spagnoletto",https://content3.cdnprado.net/imagenes/Documentos/imgsem/dd/dd30/dd30232a-a7cc-4f81-9def-aa248719be21/b8075c4d-195a-4822-bdca-8f67896d1013_268.jpg,1615
Soldier bearing the head of John the  Baptist,Oil on canvas,"Stanzione, Massimo (Attributed To)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/7d/7db1/7db112f8-a66c-4841-8082-b1fd4ed63445/89c57dfe-7fb7-4dc0-a2e7-1cb7f945a4d1_268.jpg,1630
"Still Life with a Sparrow Hawk, Fowl, Porcelain and Shells",Oil on panel,"Peeters, Clara",https://content3.cdnprado.net/imagenes/Documentos/imgsem/11/1113/11137fd7-e7a6-46d0-8345-08172ee26193/e39b82c2-e5bd-4fa1-93bb-08cb70bf9994_268.jpg,1611
"Still Life with Flowers, a Silver-gilt Goblet, Dried Fruit, Sweetmeats...",Oil on panel,"Peeters, Clara",https://content3.cdnprado.net/imagenes/Documentos/imgsem/97/97a1/97a18fea-112a-417a-9a8a-6665a44cc331/87b3f39f-47fa-4c2e-8c7b-0e67b3c0a423_268.jpg,1611
"Still Life with fish, a candle, artichokes, crab and prawns",Oil on panel,"Peeters, Clara",https://content3.cdnprado.net/imagenes/Documentos/imgsem/07/0750/075026b9-f6d7-4c7e-8f07-15f4f74e75b8/153a04c7-1eec-4688-91ac-be6a29b4e26f_268.jpg,1611
"Queen Anne of Austria, fourth Wife of Philip II",Oil on canvas,"González, Bartolomé",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5b/5bc2/5bc2e43e-9cc2-4948-91d7-9d9bfdd06e27/c66b2070-5a99-4b6f-8901-eebee04badbf_268.jpg,1616
The Raising of Lazarus,Oil on canvas,"Ribera, Jusepe de, lo Spagnoletto",https://content3.cdnprado.net/imagenes/Documentos/imgsem/dd/dd5c/dd5c9787-ac0b-4d42-aa93-478b2662a6ad/bac27ca5-6282-4a9d-8f4b-d6dcf216a010_268.jpg,1616
Saint Cecilia,Oil on canvas,"Grammatica, Antiveduto Della",https://content3.cdnprado.net/imagenes/Documentos/imgsem/36/36c7/36c70d55-0c95-44c3-a0ad-33a1890ca493/2cc57213-583a-482b-80f3-7410536223d3_268.jpg,1611
Mule Train and Gypsies in a Forest,Oil on copperplate,"Brueghel The Elder, Jan (Jan 'velvet' Brueghel)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/4a/4a1c/4a1c00f3-4a19-455b-a6e5-258815e82e2c/c04c3a06-b0ff-4113-9652-2071f85cf5e1_268.jpg,1612
The Adoration of the Shepherds,Oil on canvas,"Lanchares, Antonio de",https://content2.cdnprado.net/imagenes/Documentos/imgsem/84/84c1/84c14ec0-b36e-415f-8836-32037b2c0f8c/82191fa3-a609-46fa-baf9-539c555f21a0_268.jpg,1612
Wedding Banquet presided by the Archdukes,Oil on canvas,"Brueghel The Elder, Jan (Jan 'velvet' Brueghel)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/84/8485/8485b59e-2a1f-4939-afbd-c46795d06b35/59cd6c43-027f-405d-b11f-5b4cce5aa35d_268.jpg,1613
The Adoration of the Magi,Oil on canvas,"Maíno, Fray Juan Bautista",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3f/3f1f/3f1f4d63-0476-4ac0-904f-776713defe78/3dc7084c-a266-40a2-896f-e738fc01adf3_268.jpg,1614
The Adoration of the Shepherds,Oil on canvas,el Greco (Domenikos Theotokopoulos),https://content3.cdnprado.net/imagenes/Documentos/imgsem/4f/4fb1/4fb170c0-d4cf-4c3e-8293-a8d7152aff78/a870cb9e-09d0-44dc-9200-1dc96677e5d8_268.jpg,1614
The Pentecost,Oil on canvas,"Maíno, Fray Juan Bautista",https://content3.cdnprado.net/imagenes/Documentos/imgsem/49/49c1/49c1d551-240d-4bab-8f4a-39c706ce0ee5/4664c12d-c1a1-4da9-8c16-3b24b1d4c5d4_268.jpg,1614
Saint John the Evangelist in Patmos,Oil on canvas,"Maíno, Fray Juan Bautista",https://content1.cdnprado.net/imagenes/Documentos/imgsem/2b/2b76/2b76001e-2c93-4898-b078-127addee77e1/b8bfe7ef-cb8c-4ce1-a6c6-43209bc023c0_268.jpg,1614
Saint Catherine of Siena,Oil on panel,"Maíno, Fray Juan Bautista",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c9/c91b/c91bf11a-8a05-4d0f-a95b-2fae2d760314/23571543-5878-4a63-a320-8434ec7cb230_268.jpg,1614
Saint Dominic of Guzmán,Oil on panel,"Maíno, Fray Juan Bautista",https://content3.cdnprado.net/imagenes/Documentos/imgsem/1a/1a88/1a880886-71cb-4526-b196-fa2d2e3b357a/5e663c55-2485-4a37-bc4d-1ee0ffd1190a_268.jpg,1614
Saint John the Baptist in a Landscape,Oil on canvas,"Maíno, Fray Juan Bautista",https://content3.cdnprado.net/imagenes/Documentos/imgsem/eb/eba5/eba5a8cd-7671-40a2-8941-1862df0bfad8/8e838823-aece-40c8-b94b-2b40db16b620_268.jpg,1614
The Penitent Magdalene in the Grotto of Sainte-Baume,Oil on panel,"Maíno, Fray Juan Bautista",https://content1.cdnprado.net/imagenes/Documentos/imgsem/79/792d/792de17a-623f-4d5f-a818-bf72c2c4559f/a56a97a7-2094-4d15-9032-2430558a77d9_268.jpg,1614
Saint Anthony Abbot in a Landscape,Oil on panel,"Maíno, Fray Juan Bautista",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d0/d045/d045ab57-6af3-4495-aaf9-b4930303f6b7/d0cdfcab-0e9c-4c46-8961-cda0b0e7cfb2_268.jpg,1614
The Adoration of the Shepherds,Oil on canvas,"Maíno, Fray Juan Bautista",https://content3.cdnprado.net/imagenes/Documentos/imgsem/10/103e/103e1807-2917-4906-87ce-71a3a027f37e/1a521f83-c687-448b-ac27-982bc4da237e_268.jpg,1614
The Resurrection,Oil on canvas,"Maíno, Fray Juan Bautista",https://content3.cdnprado.net/imagenes/Documentos/imgsem/52/528d/528d18b5-73c4-4775-87fd-d9680f95f2bb/9868feca-0705-40c6-a32c-076f6ac8b471_268.jpg,1614
The Death of Seneca,Oil on canvas,"Rubens, Peter Paul (Workshop Of)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b0/b067/b067f605-a563-483b-8efe-4058a8338ea3/54a729e6-3245-4ebb-aaa4-50e12616f19d_268.jpg,1615
Julián Romero and his Patron Saint,Oil on canvas,el Greco (Domenikos Theotokopoulos) (Follower Of),https://content3.cdnprado.net/imagenes/Documentos/imgsem/72/72fa/72fad6c9-7f64-4b35-a59e-41a6a1104c7d/57a20031-47b0-4fc6-8843-1308b7ba30e6_268.jpg,1618
"Battle of Gibraltar, 25 April 1607",Oil on canvas,"Willaerts, Adam",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f9/f97f/f97f254d-4486-4ea7-a12b-d9b9abf5d499/43afb088-5cef-4922-a3a8-19f3207eda34_268.jpg,1617
Jerónimo de Cevallos,Oil on canvas,el Greco (Domenikos Theotokopoulos),https://content3.cdnprado.net/imagenes/Documentos/imgsem/e3/e3c5/e3c594b5-e334-45f7-9550-ea0665be3f30/57e3c7de-521f-4172-be81-92c7b3745dd6_268.jpg,1613
Garland with the Virgin and Child and two Angels,Oil on copperplate,"Procaccini, Giulio Cesare; Brueghel The Elder, Jan (Jan 'velvet' Brueghel)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b6/b63d/b63d07fb-e2b0-4155-9494-4b8756502b28/1e6b6009-d0b5-4a3c-869b-9f754d2e46f1_268.jpg,1619
Still Life with game birds,Oil on panel,"Vollenhoven, Herman Van",https://content3.cdnprado.net/imagenes/Documentos/imgsem/09/097c/097cb239-ebee-43c3-b797-f674c0ede35a/11730e8c-532b-4a19-8ba4-c15ed76e9b7d_268.jpg,1619
Vase of Flowers,Oil on panel,"Brueghel The Elder, Jan (Jan 'velvet' Brueghel)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/9b/9bfc/9bfc5fb3-4a02-4c32-9321-494459b85d9e/e4275cd3-6d1a-4145-952a-3a5f13fc0673_268.jpg,1615
Three Nymphs with the Horn of Plety,Oil on canvas,"Rubens, Peter Paul; Snyders, Frans",https://content3.cdnprado.net/imagenes/Documentos/imgsem/75/75fa/75faa7e5-f985-43f8-bf56-0be9e07952bd/c334b669-a376-4f96-b05d-a6395230936b_268.jpg,1617
Cybele and the Seasons within a Garland of Fruit,Oil on panel,"Balen, Hendrick Van; Brueghel The Elder, Jan (Jan 'velvet' Brueghel)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/6a/6a4c/6a4c7ba6-d301-4e7a-baf9-3f299fc4ef96/512a1ee4-e884-455e-8513-940dd46d1568_268.jpg,1618
Bird Seller,Oil on canvas,Pensionante de Saraceni,https://content3.cdnprado.net/imagenes/Documentos/imgsem/6c/6ce7/6ce70a60-e13b-4e8d-8af0-60c32ab2eab3/d136e328-e34b-4dda-a501-2221f9f1943b_268.jpg,1620
Pentecost,Oil on canvas,"Maíno, Fray Juan Bautista",https://content3.cdnprado.net/imagenes/Documentos/imgsem/dd/dd47/dd47d10a-81f7-4d79-befa-730edd79c408/2f82bc98-73c0-41dc-aaa8-4c4bca4b769f_268.jpg,1620
The Holy Family with Saint John,Oil on canvas,"Arpino, Il Cavaliere D'",https://content3.cdnprado.net/imagenes/Documentos/imgsem/72/7283/7283a13b-eca8-4ee3-ba72-61388a1cfea0/149db610-817d-4511-9f51-cffc9416f934_268.jpg,1620
Saint Francis comforted by an Angel,Oil on canvas,"Ribalta, Francisco",https://content3.cdnprado.net/imagenes/Documentos/imgsem/58/58e7/58e77f48-6be9-43f3-b614-1db9069c084b/836a1ebc-52c3-4267-a637-620d3913c39d_268.jpg,1620
Portrait of an elderly Man,Oil on canvas,"Tristán, Luis",https://content3.cdnprado.net/imagenes/Documentos/imgsem/85/8593/859329d9-d633-450e-a981-74bdc85f746d/cd79c033-a05c-4232-8380-331356880c6a_268.jpg,1620
Francisco Pacheco,Oil on canvas,"Velázquez, Diego Rodríguez de Silva y",https://content3.cdnprado.net/imagenes/Documentos/imgsem/98/9821/98211755-529c-437e-bf3e-2f0689d7f73c/86d1e8bd-4890-4c56-a7eb-8157194b90a9_268.jpg,1620
