title,subtitle,artist,img_link,year,img_name
Philip II,Oil on panel,"Heere, Lucas de (Attributed To)",https://content2.cdnprado.net/imagenes/Documentos/imgsem/e5/e5a3/e5a31411-74f4-473c-bcde-21a060c1d371/8ccfeb99-c194-482b-853e-08fa2ac2aeb0_268.jpg,1929,8ccfeb99-c194-482b-853e-08fa2ac2aeb0_268.jpg
Saint Jerome in his Study,Oil on panel,Jan Van Remmerswale,https://content3.cdnprado.net/imagenes/Documentos/imgsem/58/5875/5875e075-a9c7-44ed-814a-159bf0a3a7cb/8efd2594-ba82-4cc9-ad84-d1d5c831c11d_268.jpg,1929,8efd2594-ba82-4cc9-ad84-d1d5c831c11d_268.jpg
The Descent from the Cross,Oil on walnut panel,Correggio (Antonio Allegri) (Copy After),https://content3.cdnprado.net/imagenes/Documentos/imgsem/2e/2ef9/2ef9d862-d607-4a51-8110-2cafed1b6c3f/41efd4ac-d11e-412e-a876-a094c9600d58_268.jpg,1929,41efd4ac-d11e-412e-a876-a094c9600d58_268.jpg
"The Martyrdom of Saints Placidus, Flavia, Eutychius and Victorinus",Oil on walnut panel,Correggio (Antonio Allegri) (Copy After),https://content3.cdnprado.net/imagenes/Documentos/imgsem/ec/ec39/ec39902c-31de-4ab1-9518-9bfc1afeb009/06554e0c-62fb-4c34-b388-029acb32582a_268.jpg,1929,06554e0c-62fb-4c34-b388-029acb32582a_268.jpg
Saint Jerome in his Study,Oil on panel,"Reymerswale, Marinus Van",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d4/d4cb/d4cbf3a6-476d-405d-9bca-793a95606ef8/8e713ada-ae84-40b6-9a11-2b672b7d724e_268.jpg,1541,8e713ada-ae84-40b6-9a11-2b672b7d724e_268.jpg
Saint Jerome in his Study,Oil on panel,"Reymerswale, Marinus Van",https://content3.cdnprado.net/imagenes/Documentos/imgsem/14/14c3/14c3f804-ab00-4fbe-b30e-96db7fbd6245/9f1c1a22-c96b-45a2-a2b8-c51bb980781d_268.jpg,1541,9f1c1a22-c96b-45a2-a2b8-c51bb980781d_268.jpg
The Ages of Woman and Death,Oil on panel,"Baldung Grien, Hans",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d5/d5ef/d5ef2c3e-48d1-40a8-8bb7-745314a1197c/71026c56-dd4e-4887-bccb-1365ce656c3d_268.jpg,1544,71026c56-dd4e-4887-bccb-1365ce656c3d_268.jpg
Harmony (The Three Graces?),Oil on panel,"Baldung Grien, Hans",https://content1.cdnprado.net/imagenes/Documentos/imgsem/e9/e909/e909e7a1-1591-4bc1-a357-119c9b9d8eaa/9939f60a-b4d9-4ff0-88f5-a25fd88de4f0_268.jpg,1544,9939f60a-b4d9-4ff0-88f5-a25fd88de4f0_268.jpg
Christ on the Way to Calvary,Oil on oak panel,"Kempeneer, Pieter",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f3/f3c7/f3c77ab1-33ee-4741-b7ce-edd6cb296140/efb5f7d3-c2f4-4518-a5aa-87a22b51d92f_268.jpg,1547,efb5f7d3-c2f4-4518-a5aa-87a22b51d92f_268.jpg
The Virgin and Child,Oil on panel,"Hemessen, Jan Sanders Van",https://content3.cdnprado.net/imagenes/Documentos/imgsem/52/5219/52190134-9a0b-4899-a424-262de745ac71/47620e40-f251-4afd-8d5d-e7dfe357c192_268.jpg,1543,47620e40-f251-4afd-8d5d-e7dfe357c192_268.jpg
The Temptations of Saint Anthony Abbot,Oil on panel,"Coecke Van Aelst, Pieter",https://content3.cdnprado.net/imagenes/Documentos/imgsem/6f/6fca/6fca40cc-859d-4f65-9794-bb7a2aed355e/eb2f3f3a-806b-4c51-8728-f7e80f68561e_268.jpg,1550,eb2f3f3a-806b-4c51-8728-f7e80f68561e_268.jpg
Hunt at the Castle of Torgau in Honour of Charles V,Oil on panel,"Cranach The Elder, Lucas",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ba/bae4/bae46ca1-6c17-40cf-bc65-8db73353a8ea/8c7b1e96-363f-41ad-a980-85d8a3cd66db_268.jpg,1544,8c7b1e96-363f-41ad-a980-85d8a3cd66db_268.jpg
Hunt at the Castle of Torgau in Honour of Ferdinand I,Oil on panel,"Cranach The Elder, Lucas",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ce/cee0/cee07b59-b977-4ce9-9bab-ab506222ffb1/e88a2ceb-de0f-4ddf-851b-11ae45f31db9_268.jpg,1545,e88a2ceb-de0f-4ddf-851b-11ae45f31db9_268.jpg
Christ the Saviour with the Eucharist,Oil on panel,"Juanes, Juan de (Vicente Juan Masip)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/9b/9b80/9b80640c-6da6-460d-96a7-0cdbd75d5713/3ad64aa3-4eaf-408e-904f-cc9047e7d67b_268.jpg,1550,3ad64aa3-4eaf-408e-904f-cc9047e7d67b_268.jpg
Christ the Saviour,Oil on panel,"Juanes, Juan de (Vicente Juan Masip)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e4/e485/e485cf76-459b-4d14-bc04-188361b39b58/80dd5855-de96-42ff-b645-002090806976_268.jpg,1550,80dd5855-de96-42ff-b645-002090806976_268.jpg
The High Priest Aaron,Oil on panel,"Juanes, Juan de (Vicente Juan Masip)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/05/0563/0563c5a5-7947-405c-b5ee-1855fdf06629/7463142d-b0f0-4c9f-a40c-9933c5046dc8_268.jpg,1550,7463142d-b0f0-4c9f-a40c-9933c5046dc8_268.jpg
"Melchizedek, King of Salem",Oil on panel,"Juanes, Juan de (Vicente Juan Masip)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f7/f71e/f71e9434-872a-45ca-be6c-ba14588e3183/61339f17-4871-4893-8a23-17eb64b76bb3_268.jpg,1550,61339f17-4871-4893-8a23-17eb64b76bb3_268.jpg
The Holy Family,Oil on panel,"Conte, Jacopo Dal (Attributed To)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/2a/2ab6/2ab6aa86-f3f4-4054-b07d-d438e6d2f3d4/9f36cfdf-95a8-4fe8-85b7-9fb9ee9f5f36_268.jpg,1550,9f36cfdf-95a8-4fe8-85b7-9fb9ee9f5f36_268.jpg
Knight with a Clock,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/e5/e5a3/e5a31eab-2c59-4962-9a9f-59ceb8c11e62/2953ac78-d58d-4d44-84be-4c66351c9363_268.jpg,1550,2953ac78-d58d-4d44-84be-4c66351c9363_268.jpg
Venus with an Organist and a Dog,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/33/3318/3318ce42-8836-4867-acf7-276e1870294c/125c0859-5731-4800-96f8-fa02af07cc8b_268.jpg,1550,125c0859-5731-4800-96f8-fa02af07cc8b_268.jpg
Salome,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/0f/0f35/0f359b90-2055-4326-bbbe-775dbfa7c504/ea16571c-2e85-4603-9a17-69f777ef7449_268.jpg,1550,ea16571c-2e85-4603-9a17-69f777ef7449_268.jpg
Adam and Eve,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/e0/e0ca/e0ca4331-fb89-47a7-9ba0-be0ece23426b/d1dbba7a-7956-401c-99a3-cc34f60bccb3_268.jpg,1550,d1dbba7a-7956-401c-99a3-cc34f60bccb3_268.jpg
The Descent from the Cross,Oil on copperplate,"Allori, Alessandro",https://content3.cdnprado.net/imagenes/Documentos/imgsem/4c/4cb9/4cb91907-b453-4a0b-bbef-d42b3ed57f0a/713a04a7-68b4-4240-b939-05700b779d3f_268.jpg,1550,713a04a7-68b4-4240-b939-05700b779d3f_268.jpg
The Lamentation over the Dead Christ,Oil on panel,"Correa de Vivar, Juan",https://content3.cdnprado.net/imagenes/Documentos/imgsem/bf/bf16/bf16c12a-944d-4be1-9ddc-1ca1638d218d/d58dbd09-17bc-41ff-80cf-348c19ceb6a5_268.jpg,1550,d58dbd09-17bc-41ff-80cf-348c19ceb6a5_268.jpg
Portrait of an Unidentified  Lady,Oil on canvas,Anonymous,https://content1.cdnprado.net/imagenes/Documentos/imgsem/93/9398/9398f532-0a66-47b2-9c09-c69a76b75414/7bc6ee7b-ed88-4f9e-8657-21bd3f40e925_268.jpg,1550,7bc6ee7b-ed88-4f9e-8657-21bd3f40e925_268.jpg
García de' Medici,Oil on panel,Bronzino (Agnolo Di Cosimo),https://content3.cdnprado.net/imagenes/Documentos/imgsem/6f/6f8d/6f8d435b-e9f4-4caf-bfed-58129b5de124/3f684cf5-97a5-4964-a9ba-5837b68ca000_268.jpg,1550,3f684cf5-97a5-4964-a9ba-5837b68ca000_268.jpg
Self-portrait,Oil on oak panel,"Kempeneer, Pieter",https://content3.cdnprado.net/imagenes/Documentos/imgsem/2b/2b08/2b082cc1-65ae-4b63-bab9-8aea5d0e2975/511db195-0e51-4b77-a2a5-fd74fa9e8aac_268.jpg,1550,511db195-0e51-4b77-a2a5-fd74fa9e8aac_268.jpg
The Crucifixion,Oil on oak panel,"Kempeneer, Pieter",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e3/e300/e300d478-5420-4fa4-8b6c-bcf7df36e9f2/dc886860-f35c-4f81-8e28-a2badcf22422_268.jpg,1550,dc886860-f35c-4f81-8e28-a2badcf22422_268.jpg
Saint Jerome in Penitence,Oil on canvas,"Lotto, Lorenzo",https://content3.cdnprado.net/imagenes/Documentos/imgsem/24/2470/247025c0-0ae2-426d-8af5-f453b73fef88/21e35645-74a5-4ad2-a6c4-f9160cc154b7_268.jpg,1546,21e35645-74a5-4ad2-a6c4-f9160cc154b7_268.jpg
The Death of the Virgin,Oil on panel,"Correa de Vivar, Juan",https://content3.cdnprado.net/imagenes/Documentos/imgsem/54/54ac/54ac6ccc-5624-421c-9c48-bb4827dc0a8c/13e66402-1a89-49d1-ae46-3573465a8c14_268.jpg,1550,13e66402-1a89-49d1-ae46-3573465a8c14_268.jpg
Ecce Homo,Oil on slate,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/df/dfae/dfaef0bc-ad95-4a73-b1b9-b0c32c1eedb6/bdf9ec89-583f-434d-8994-6e72e61e96ec_268.jpg,1547,bdf9ec89-583f-434d-8994-6e72e61e96ec_268.jpg
The Descent from the Cross,Oil on panel,"Machuca, Pedro",https://content3.cdnprado.net/imagenes/Documentos/imgsem/04/0486/04860923-86fe-45e9-b2c9-67a93df3cafd/ad63f4b1-8d70-481f-b513-0e35de5dbd47_268.jpg,1547,ad63f4b1-8d70-481f-b513-0e35de5dbd47_268.jpg
Lady with the Jewel,Oil on panel,"Mor, Anthonis",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e9/e979/e97979be-4d2c-4a06-8b12-cb3691e1979a/0827d8e9-07bb-430c-87bb-b8aa0e87a24e_268.jpg,1552,0827d8e9-07bb-430c-87bb-b8aa0e87a24e_268.jpg
Emperor Charles V at Mühlberg,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/e7/e7c9/e7c91aaa-b849-478c-a857-0bb58a6b6729/c5825d12-f52e-4a2c-8897-2126a032db19_268.jpg,1548,c5825d12-f52e-4a2c-8897-2126a032db19_268.jpg
Empress Isabella of Portugal,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/d4/d4ed/d4eddf35-c76c-4c11-8f2b-099f7b71d696/6fd4e03e-d34d-499e-b7a4-6c482882cb79_268.jpg,1548,6fd4e03e-d34d-499e-b7a4-6c482882cb79_268.jpg
John Frederick I of Saxony,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/5d/5d0d/5d0d05e8-a823-4882-8caf-e3d3884aa644/8a8ae1a0-9ef3-434c-996f-2661a72b9572_268.jpg,1548,8a8ae1a0-9ef3-434c-996f-2661a72b9572_268.jpg
Sisyphus,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/bb/bb56/bb56eb47-052f-4e15-8e46-75a3f18b13ad/ae527919-6535-4541-bc70-72ac377829b8_268.jpg,1549,ae527919-6535-4541-bc70-72ac377829b8_268.jpg
The Washing of the Feet,Oil on canvas,"Tintoretto, Jacopo Robusti",https://content3.cdnprado.net/imagenes/Documentos/imgsem/77/77d1/77d1fd63-1918-40b7-a79e-6d427e19bed8/4aed6a51-5f51-40f6-9330-3e2ff2044e70_268.jpg,1549,4aed6a51-5f51-40f6-9330-3e2ff2044e70_268.jpg
Triptych of Saints John the Baptist and John the Evangelist,Oil on panel,"Pourbus The Elder, Pierre (Pieter Jansz.)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/6a/6ab1/6ab1e1f6-e100-43d4-a227-ae51ba004e6b/51224fff-eb78-4790-8b6e-06c11a2e2613_268.jpg,1549,51224fff-eb78-4790-8b6e-06c11a2e2613_268.jpg
Philip II,Oil on canvas,Titian (Tiziano Vecellio) (Workshop Of),https://content3.cdnprado.net/imagenes/Documentos/imgsem/72/7249/7249afc2-e80c-4e47-8dba-0dda1758a9aa/ce1fd49d-63b0-4f7d-baa8-8c196916ab4f_268.jpg,1550,ce1fd49d-63b0-4f7d-baa8-8c196916ab4f_268.jpg
Emperor Maximilian II,Oil on canvas,"Mor, Anthonis",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ec/ecfc/ecfce375-ade3-4386-8d0d-8b16ff1f4e83/86e45d30-095d-44bc-8b17-0dc6e10b6c3b_268.jpg,1550,86e45d30-095d-44bc-8b17-0dc6e10b6c3b_268.jpg
Angels,Oil on panel,"Kempeneer, Pieter",https://content3.cdnprado.net/imagenes/Documentos/imgsem/74/74c3/74c34f5b-bd7d-4374-9904-500c5438a6d5/71e4abef-1524-4ce0-b318-b520c1daed60_268.jpg,1550,71e4abef-1524-4ce0-b318-b520c1daed60_268.jpg
"The Surgeon, or The Extraction of the Stone of Madness",Oil on panel,"Hemessen, Jan Sanders Van",https://content3.cdnprado.net/imagenes/Documentos/imgsem/2a/2ab4/2ab4b602-9b75-48ce-b6bb-1d9a5631076e/fbf1bc1b-12e7-4641-a8e5-bfe4db5d9590_268.jpg,1555,fbf1bc1b-12e7-4641-a8e5-bfe4db5d9590_268.jpg
Saint John the Baptist,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/ba/ba3d/ba3d3d54-2135-43c1-b4f7-a2484316754b/2fc319dc-6a9e-4c7c-bb34-b621b0eca7d3_268.jpg,1555,2fc319dc-6a9e-4c7c-bb34-b621b0eca7d3_268.jpg
Portrait of a Gentleman,Oil on panel,"Volterra, Daniele Ricciarelli Da",https://content3.cdnprado.net/imagenes/Documentos/imgsem/bf/bfbb/bfbb62d9-d26a-4cd2-9b84-733fda1e5bf0/8c9e8408-8c06-4d17-a5de-da1918ddf754_268.jpg,1555,8c9e8408-8c06-4d17-a5de-da1918ddf754_268.jpg
Gentleman with a Gold Chain,Oil on canvas,"Tintoretto, Jacopo Robusti",https://content2.cdnprado.net/imagenes/Documentos/imgsem/f3/f351/f351fb54-83a6-4c94-9576-b2b301a4f9ba/9007de1d-7659-48a5-9782-791fb3aa2c5d_268.jpg,1555,9007de1d-7659-48a5-9782-791fb3aa2c5d_268.jpg
The Queen of Sheba and Salomon,Oil on canvas,"Tintoretto, Jacopo Robusti",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f9/f9d6/f9d61711-92be-4516-8baf-6adb395eb4ae/93fcb169-89cf-4614-adbb-bb3404538717_268.jpg,1555,93fcb169-89cf-4614-adbb-bb3404538717_268.jpg
Joseph and the Wife of Putiphar,Oil on canvas,"Tintoretto, Jacopo Robusti",https://content3.cdnprado.net/imagenes/Documentos/imgsem/01/016a/016a0646-726d-4f27-9d80-0d177895b49b/7a204f9c-7422-4412-9c0f-8b79b9f4f1b4_268.jpg,1555,7a204f9c-7422-4412-9c0f-8b79b9f4f1b4_268.jpg
Moses saved from the waters,Oil on canvas,"Tintoretto, Jacopo Robusti",https://content3.cdnprado.net/imagenes/Documentos/imgsem/59/594a/594a71f3-d822-4549-a185-e8135ac105d3/9d449c49-fecb-4e11-a30a-fb48ace6c45d_268.jpg,1555,9d449c49-fecb-4e11-a30a-fb48ace6c45d_268.jpg
Man wearing an Ermine Collar,Oil on canvas,Anonymous,https://content3.cdnprado.net/imagenes/Documentos/imgsem/d5/d5c9/d5c9cf93-e7d3-4901-9424-0435d82ea61c/484f104b-a8eb-436e-9c25-ca5873cc78d6_268.jpg,1555,484f104b-a8eb-436e-9c25-ca5873cc78d6_268.jpg
Venus with an Organist and Cupid,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/b3/b364/b36421df-4d51-43b6-911c-c0517377e48d/9c62183c-13fa-4448-b3e7-7454a051b0f1_268.jpg,1555,9c62183c-13fa-4448-b3e7-7454a051b0f1_268.jpg
Charity,Oil on panel,"Portelli, Carlo",https://content3.cdnprado.net/imagenes/Documentos/imgsem/8f/8f36/8f363f6a-57b2-4e64-99c4-0abaa8df87b1/640d5537-2bc1-4c40-84a4-b8cb790b15c3_268.jpg,1560,640d5537-2bc1-4c40-84a4-b8cb790b15c3_268.jpg
Unknown Lady,Oil on canvas,"Badile, Antonio",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ed/ed50/ed506e12-b567-4918-97f1-f5b606bde71b/737f3e09-59a7-4b3c-aa7a-e388c530192b_268.jpg,1560,737f3e09-59a7-4b3c-aa7a-e388c530192b_268.jpg
Charity,Oil on panel,"Sellaert, Vincent",https://content3.cdnprado.net/imagenes/Documentos/imgsem/bc/bc1a/bc1ae28a-bc76-42bd-92ba-991b561f4eb7/51b32d2e-6fd5-42fe-a317-8d4509f753ca_268.jpg,1560,51b32d2e-6fd5-42fe-a317-8d4509f753ca_268.jpg
Christ bearing the Cross,Oil on panel,"Coxcie, Michiel",https://content3.cdnprado.net/imagenes/Documentos/imgsem/9a/9a5c/9a5cd6e0-5aaf-48a1-847e-c787b49a9779/4ce2595e-bdbe-4f9f-9d63-83d7a6aed4e4_268.jpg,1555,4ce2595e-bdbe-4f9f-9d63-83d7a6aed4e4_268.jpg
The Temptations of Saint Anthony,Oil on oak panel,"Bosch, Hieronymus (Follower Of)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/eb/eb95/eb95ac15-3750-424a-8f59-f1175e100ba1/e3e7fbcf-b343-4711-8b4c-31837c4b48e4_268.jpg,1560,e3e7fbcf-b343-4711-8b4c-31837c4b48e4_268.jpg
Head of Old Men,Oil on canvas,Anonymous,https://content3.cdnprado.net/imagenes/Documentos/imgsem/c2/c22f/c22f8212-4e46-4f5e-9d84-320939689a7a/4b2b1aa3-dde3-4614-a16b-42919f1e5662_268.jpg,1600,4b2b1aa3-dde3-4614-a16b-42919f1e5662_268.jpg
Philip II,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/d1/d12e/d12e683b-7a51-41db-b7a8-725244206e21/11bc82d6-f5b5-4590-8edd-91c9a1d374ff_268.jpg,1551,11bc82d6-f5b5-4590-8edd-91c9a1d374ff_268.jpg
"Empress Maria of Austria, Wife of Maximilian II",Oil on canvas,"Mor, Anthonis",https://content3.cdnprado.net/imagenes/Documentos/imgsem/1b/1b14/1b147cdb-b83c-4739-9542-a8e9bc2b0019/3dfa0be6-b18d-4388-9c0b-b2b27e35db48_268.jpg,1551,3dfa0be6-b18d-4388-9c0b-b2b27e35db48_268.jpg
The Glory,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/66/6614/66149817-6f88-4e5f-a09a-81f63a84d145/a8166ae1-bffd-4efb-974e-e1abffc45438_268.jpg,1554,a8166ae1-bffd-4efb-974e-e1abffc45438_268.jpg
A Crossbowman,Oil on oak panel,"Bosch, Hieronymus (Copy)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f7/f788/f7885dcf-1b11-4885-b886-1018cfeaa4bc/72c1bf16-2448-4e6b-beed-c2c3c62274ba_268.jpg,1929,72c1bf16-2448-4e6b-beed-c2c3c62274ba_268.jpg
Jacob's Journey,Oil on canvas,"Bassano, Francesco",https://content3.cdnprado.net/imagenes/Documentos/imgsem/75/7523/7523dae4-1b04-4036-a594-9aeb70f86427/48847021-f132-4678-a2fa-b10cead2f65b_268.jpg,1929,48847021-f132-4678-a2fa-b10cead2f65b_268.jpg
Noah after the Flood,Oil on canvas,Anonymous,https://content3.cdnprado.net/imagenes/Documentos/imgsem/8a/8a95/8a95a6e5-e940-494d-b19d-18d44d1e5237/0ac3871a-ff4c-450a-aa5e-d8fae408b679_268.jpg,1929,0ac3871a-ff4c-450a-aa5e-d8fae408b679_268.jpg
Spring,Oil on canvas,Bassano (Workshop Of),https://content3.cdnprado.net/imagenes/Documentos/imgsem/ed/ed1b/ed1bb91e-51ff-4894-8536-2f5f299c9df0/eb991613-a918-4707-a7a9-f8d4bc77594f_268.jpg,1929,eb991613-a918-4707-a7a9-f8d4bc77594f_268.jpg
Winter,Oil on canvas,Bassano (Workshop Of),https://content3.cdnprado.net/imagenes/Documentos/imgsem/3d/3d71/3d71357c-0702-406b-af91-b2ef7eafcfec/ffd599cb-e3b6-4729-a945-b3cac798cfd2_268.jpg,1929,ffd599cb-e3b6-4729-a945-b3cac798cfd2_268.jpg
The Adoration of the Magi,Oil on canvas,"Bassano, Francesco",https://content3.cdnprado.net/imagenes/Documentos/imgsem/6e/6efa/6efa65f8-99b5-46be-9dad-71f181dc869b/72c08df8-6cc1-454c-b369-91cd3b5a82ec_268.jpg,1929,72c08df8-6cc1-454c-b369-91cd3b5a82ec_268.jpg
Flight into Egypt,Oil on canvas,"Bassano, Francesco",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c5/c5ad/c5adb1ec-453c-4c90-a19c-14b63fb411ec/b77803e6-9c17-4246-a127-f73df9b3555a_268.jpg,1929,b77803e6-9c17-4246-a127-f73df9b3555a_268.jpg
Virgin in Heaven,Oil on canvas,"Bassano, Francesco",https://content3.cdnprado.net/imagenes/Documentos/imgsem/9c/9ccb/9ccb1d24-3dfd-4b37-be5b-9bbf68a108b4/a99376a1-88b8-4c99-aff6-7f2c7680dea2_268.jpg,1929,a99376a1-88b8-4c99-aff6-7f2c7680dea2_268.jpg
The Holy Family,Oil on canvas,"Cambiaso, Luca",https://content1.cdnprado.net/imagenes/Documentos/imgsem/ee/ee9d/ee9d9965-1e04-4b77-aa1a-ecccefe2583b/1b57384e-5b35-4a81-8c86-10c767bf02c5_268.jpg,1929,1b57384e-5b35-4a81-8c86-10c767bf02c5_268.jpg
Autumn,Oil on canvas,Bassano (Workshop Of),https://content3.cdnprado.net/imagenes/Documentos/imgsem/cb/cb8f/cb8fed92-142d-420e-9b12-e917d85b29be/7ba978c4-ed9d-498d-a1f8-79371170c967_268.jpg,1929,7ba978c4-ed9d-498d-a1f8-79371170c967_268.jpg
The Emperor Charles V with a Dog,Oil on canvas,Anonymous,https://content3.cdnprado.net/imagenes/Documentos/imgsem/2d/2d11/2d117030-f579-4b4d-8295-7ebe81932384/28972ff6-3dc5-4e20-855b-0d4d842a398f_268.jpg,1929,28972ff6-3dc5-4e20-855b-0d4d842a398f_268.jpg
Agony in the Garden,Oil on panel,"Macip Comes, Vicente Juan; Juanes, Juan de (Vicente Juan Masip)",https://content.cdnprado.net/imagenes/Documentos/imgsem/32/323e/323edcfd-701e-403f-b27a-9c9d5c656e58/789b9da4-4999-4861-a3d7-f3a2df85574a_268.jpg,1929,789b9da4-4999-4861-a3d7-f3a2df85574a_268.jpg
"Catherine of Austria, Wife of King John III of Portugal",Oil on panel,"Mor, Anthonis",https://content3.cdnprado.net/imagenes/Documentos/imgsem/1c/1c48/1c4821f2-d46b-4222-bc98-cfa57745b203/7cac79f9-7359-4215-988c-b8712ebf6253_268.jpg,1553,7cac79f9-7359-4215-988c-b8712ebf6253_268.jpg
Susannah and the Elders,Oil on canvas,"Tintoretto, Jacopo Robusti",https://content3.cdnprado.net/imagenes/Documentos/imgsem/fc/fc08/fc081ba5-40e1-4fe6-b6ae-60ccd282252b/4ff0ffba-1b6b-4d2c-aa3e-6708caabbd0a_268.jpg,1555,4ff0ffba-1b6b-4d2c-aa3e-6708caabbd0a_268.jpg
Esther and Ahasuerus,Oil on canvas,"Tintoretto, Jacopo Robusti",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a3/a3b6/a3b63fd9-7bf8-4de0-955b-45a55cb0ded7/e7d05c51-05f0-47d7-b6e4-9e1f50a92cdb_268.jpg,1555,e7d05c51-05f0-47d7-b6e4-9e1f50a92cdb_268.jpg
Judith and Holofernes,Oil on canvas,"Tintoretto, Jacopo Robusti",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c3/c35d/c35da7af-d24b-4ba3-8926-9eb81ec2932d/24a4911e-fa43-46dd-a37a-a6b7a161df28_268.jpg,1555,24a4911e-fa43-46dd-a37a-a6b7a161df28_268.jpg
Christ as the Gardener,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/1b/1b29/1b29d4a6-3039-408a-ab90-e44b3379382a/a5c77c3a-bf1a-4716-91bb-e181701d88b3_268.jpg,1553,a5c77c3a-bf1a-4716-91bb-e181701d88b3_268.jpg
"Jane Dormer, Duchess of Feria (?)",Oil on canvas,"Mor, Anthonis",https://content3.cdnprado.net/imagenes/Documentos/imgsem/9d/9db9/9db9bcf8-7bdb-49b6-8876-e10e8fdcf861/f50c3258-4ed8-4453-90af-95dc4a6d09ba_268.jpg,1558,f50c3258-4ed8-4453-90af-95dc4a6d09ba_268.jpg
Old Woman tearing at her Hair,Oil on oak panel,"Massys, Jan (Circle Of)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d7/d731/d731fae7-5a65-497e-96fb-24bb36a7920a/26998186-2ed2-4d08-b6e2-1679f6941882_268.jpg,1553,26998186-2ed2-4d08-b6e2-1679f6941882_268.jpg
Venus and Adonis,Oil on canvas,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/bc/bc9c/bc9c1e08-2dd7-44d5-b926-71cd3e5c3adb/02d25a25-6c69-486c-827a-06a02e19dcf5_268.jpg,1554,02d25a25-6c69-486c-827a-06a02e19dcf5_268.jpg
Mater Dolorosa with Clasped Hands,Oil on panel,Titian (Tiziano Vecellio),https://content1.cdnprado.net/imagenes/Documentos/imgsem/6c/6cae/6caedf60-c65c-4fe1-b821-9de7b2e0b0a9/f1e83d05-55c9-4e2c-8347-844ad832bfaa_268.jpg,1554,f1e83d05-55c9-4e2c-8347-844ad832bfaa_268.jpg
"Mary Tudor, Queen of England, Second Wife of Philip II",Oil on panel,"Mor, Anthonis",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ae/aef6/aef6ebc4-081a-44e6-974d-6c24aef95fc4/6008aa4d-7ea1-4040-8ac3-be5714572554_268.jpg,1554,6008aa4d-7ea1-4040-8ac3-be5714572554_268.jpg
The Virgin Dolorosa with her Hands apart,Oil,Titian (Tiziano Vecellio),https://content3.cdnprado.net/imagenes/Documentos/imgsem/44/4418/44188485-b32c-453d-8dc3-b28d46b161a6/e3e9f3e0-e559-4764-a5b0-c982c2fc72bb_268.jpg,1555,e3e9f3e0-e559-4764-a5b0-c982c2fc72bb_268.jpg
