title,subtitle,artist,img_link,year,img_name
Landscape with Saint Onuphrius,Oil on canvas,"Claude (Lorrain, Byname Of Claude Gellée)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/20/2085/2085d0bd-ea07-4680-a4d5-2c8c24607ae9/6ee0e4d7-bbbc-4b6a-a5d1-acdac24749c3_268.jpg,1638,6ee0e4d7-bbbc-4b6a-a5d1-acdac24749c3_268.jpg
Landscape with the Temptations of Saint Anthony,Oil on canvas,"Claude (Lorrain, Byname Of Claude Gellée)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/80/80f3/80f399e1-b9a6-4efe-a508-d1e379d3dc8a/073ec77e-e09e-43dd-a8cd-d075a11b6e39_268.jpg,1638,073ec77e-e09e-43dd-a8cd-d075a11b6e39_268.jpg
Perspective View of a Roman Amphitheatre,Oil on canvas,"Gargiulo, Domenico, Called Micco Spadaro; Codazzi, Viviano",https://content3.cdnprado.net/imagenes/Documentos/imgsem/bd/bd42/bd4264e9-07f5-4728-b491-bdfdaaa28c21/b6d6785e-7e6b-4922-8a38-a20d84b43633_268.jpg,1638,b6d6785e-7e6b-4922-8a38-a20d84b43633_268.jpg
The Allocution of a Roman Emperor,Oil on canvas,"Lanfranco, Giovanni Di Stefano",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ef/efb8/efb8bf77-f119-4f84-b317-36010d0538e1/0cf56421-48b8-49f1-9413-c18fe743c144_268.jpg,1638,0cf56421-48b8-49f1-9413-c18fe743c144_268.jpg
Gladiators at a Banquet,Oil on canvas,"Lanfranco, Giovanni Di Stefano",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e8/e821/e8218b10-3e7a-4309-9699-301e6c87e4cc/1811f618-306f-4944-945e-41127de196c5_268.jpg,1638,1811f618-306f-4944-945e-41127de196c5_268.jpg
The Circus Maximus in Rome,Oil on canvas,"Gargiulo, Domenico, Called Micco Spadaro; Codazzi, Viviano",https://content3.cdnprado.net/imagenes/Documentos/imgsem/76/76e2/76e2f003-b28a-4b98-83ae-aaf2f36fe0ab/f19168e0-73f0-48f8-ade3-d13eac8937a2_268.jpg,1638,f19168e0-73f0-48f8-ade3-d13eac8937a2_268.jpg
Perspective of a Gymnasium,Oil on canvas,"Gargiulo, Domenico, Called Micco Spadaro; Codazzi, Viviano",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e1/e1f3/e1f3131f-b085-46fa-9a3f-0193513898b5/690799b3-b05d-4cc3-878a-4301dbccc05d_268.jpg,1638,690799b3-b05d-4cc3-878a-4301dbccc05d_268.jpg
Floral Still Life,Oil on copperplate,"Kessel el Viejo, Jan Van",https://content.cdnprado.net/imagenes/Documentos/imgsem/88/8868/8868875f-d8e3-4f9b-b691-d18f17571bc4/c786eb42-447a-4e2e-8d72-a39d26779016_268.jpg,1666,c786eb42-447a-4e2e-8d72-a39d26779016_268.jpg
The Victory at Fleurus,Oil on canvas,"Carducho, Vicente",https://content3.cdnprado.net/imagenes/Documentos/imgsem/6b/6b8c/6b8c3a87-6e7c-4485-958c-bbaa2155ca23/d2f9032a-4508-4738-82cc-4f30f0610ef3_268.jpg,1634,d2f9032a-4508-4738-82cc-4f30f0610ef3_268.jpg
The Relief of Constance,Oil on canvas,"Carducho, Vicente",https://content3.cdnprado.net/imagenes/Documentos/imgsem/4a/4a00/4a009c5d-f49f-404d-8669-81333ef69bb4/0a1163bf-4840-45ee-9428-257b38b3976b_268.jpg,1634,0a1163bf-4840-45ee-9428-257b38b3976b_268.jpg
The Storming of Rheinfelden,Oil on canvas,"Carducho, Vicente",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ef/ef6c/ef6c5b5d-a737-4dc5-8fdf-824b5db74b61/fb9152dc-714f-46e2-9a04-b22edba91b4f_268.jpg,1634,fb9152dc-714f-46e2-9a04-b22edba91b4f_268.jpg
Hercules separates Mounts Calpe and Abylla,Oil on canvas,"Zurbarán, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/83/8330/83309cad-d8cf-4e8f-88fa-722c649219e5/8d4721cb-43f6-4d68-9409-15f5ddb15946_268.jpg,1634,8d4721cb-43f6-4d68-9409-15f5ddb15946_268.jpg
Hercules defeats King Geryon,Oil on canvas,"Zurbarán, Francisco de",https://content1.cdnprado.net/imagenes/Documentos/imgsem/04/0406/0406e0fa-f46d-49bc-9890-fa2fb5425567/484fdee4-cc26-4b1b-9ad8-7bc3c7cb8481_268.jpg,1634,484fdee4-cc26-4b1b-9ad8-7bc3c7cb8481_268.jpg
Hercules fighting the Nemean Lion,Oil on canvas,"Zurbarán, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ee/ee3b/ee3ba33e-a694-4024-aeb8-5bfd0df32b49/641d99c0-4916-4899-90f1-aa20c6229a06_268.jpg,1634,641d99c0-4916-4899-90f1-aa20c6229a06_268.jpg
Hercules and the Erymanthian Boar,Oil on canvas,"Zurbarán, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3a/3a88/3a8854b9-1b19-4cf9-8158-7ffa138bcf7e/0094a366-98f3-4a63-99b1-d27b37ff7372_268.jpg,1634,0094a366-98f3-4a63-99b1-d27b37ff7372_268.jpg
Hercules and the Cretan Bull,Oil on canvas,"Zurbarán, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a8/a8df/a8df9310-27c0-4ada-8fd5-bed4ea36f649/b8bbdc2e-731a-4575-b84d-39cbfa2ce2a6_268.jpg,1634,b8bbdc2e-731a-4575-b84d-39cbfa2ce2a6_268.jpg
Hercules fighting with Antaeus,Oil on canvas,"Zurbarán, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b5/b50a/b50a7459-d674-4ce1-8da7-ecbe3120b9c9/c96d41ef-a949-4115-86cd-a550f3f2ff9c_268.jpg,1634,c96d41ef-a949-4115-86cd-a550f3f2ff9c_268.jpg
Hercules and Cerberus,Oil on canvas,"Zurbarán, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a8/a8f1/a8f17b91-c81f-411a-907e-f0f3529207e7/36c1c5fa-2c87-43bb-9182-8691faa804cb_268.jpg,1634,36c1c5fa-2c87-43bb-9182-8691faa804cb_268.jpg
Hercules diverting the Course of the River Alpheus,Oil on canvas,"Zurbarán, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/be/be66/be66e848-4807-429b-abcf-e5fc38948289/ab836636-5db1-4474-9d3c-449d0264ddb7_268.jpg,1634,ab836636-5db1-4474-9d3c-449d0264ddb7_268.jpg
Hercules and the Hydra,Oil on canvas,"Zurbarán, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ac/acf0/acf05ecf-3314-4de1-b86a-78a192dcebfd/e430d4a4-41f6-417c-a69a-119f3419c925_268.jpg,1634,e430d4a4-41f6-417c-a69a-119f3419c925_268.jpg
The Death of Hercules,Oil on canvas,"Zurbarán, Francisco de",https://content2.cdnprado.net/imagenes/Documentos/imgsem/14/1436/14368653-6e85-4659-a76f-107cd5b88cf8/c4da73d6-9cb2-4f83-a589-a3d2ffc248bf_268.jpg,1634,c4da73d6-9cb2-4f83-a589-a3d2ffc248bf_268.jpg
Judith at the Banquet of Holofernes,Oil on canvas,Rembrandt (Rembrandt Harmensz. Van Rijn),https://content3.cdnprado.net/imagenes/Documentos/imgsem/08/08f6/08f69e61-f7c5-43f9-a76d-b24fbdc63681/96d6902d-ca01-4058-a97d-560a4b1dacec_268.jpg,1634,96d6902d-ca01-4058-a97d-560a4b1dacec_268.jpg
Saint John the Baptist bids farewell to his parents,Oil on canvas,"Stanzione, Massimo",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d0/d0d9/d0d97fbd-82e4-4f6a-a9f3-257bb25b4942/04dfcba2-d785-432b-854f-ed6044c9ca0f_268.jpg,1635,04dfcba2-d785-432b-854f-ed6044c9ca0f_268.jpg
The Recapture of San Juan in Puerto Rico,Oil on canvas,"Cajés, Eugenio",https://content1.cdnprado.net/imagenes/Documentos/imgsem/ea/eab9/eab9b019-55d4-49f4-9df6-3b49c63b93cb/9947f7e6-40e7-4923-a104-092375bb8061_268.jpg,1635,9947f7e6-40e7-4923-a104-092375bb8061_268.jpg
The Recapture of Saint Christopher,Oil on canvas,"Castello, Félix",https://content2.cdnprado.net/imagenes/Documentos/imgsem/11/119c/119c4fc5-4fa0-4a5a-ab42-9d513b6bea08/100addec-a753-440c-b3bc-fc3ef821b6ed_268.jpg,1635,100addec-a753-440c-b3bc-fc3ef821b6ed_268.jpg
The Defence of Cadiz against the English,Oil on canvas,"Zurbarán, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/db/db80/db80532c-f6c4-4f96-ac52-748e6abcefd0/b8199933-7d66-47d4-be2e-d0e8a547ad2b_268.jpg,1635,b8199933-7d66-47d4-be2e-d0e8a547ad2b_268.jpg
The Surrender of Jülich,Oil on canvas,"Leonardo, Jusepe",https://content3.cdnprado.net/imagenes/Documentos/imgsem/27/2765/2765e3e7-36ef-4e14-9f24-50313835f81c/dd6e555e-e3c3-4c2e-a487-f22c3609999b_268.jpg,1635,dd6e555e-e3c3-4c2e-a487-f22c3609999b_268.jpg
The Liberation of Brisach,Oil on canvas,"Leonardo, Jusepe",https://content1.cdnprado.net/imagenes/Documentos/imgsem/ac/ac91/ac91e2c3-fa92-4abf-9f64-d779fe02f278/8351b150-65ae-402e-a4d0-3260b53f38e4_268.jpg,1635,8351b150-65ae-402e-a4d0-3260b53f38e4_268.jpg
The Recapture of Bahía de Todos los Santos,Oil on canvas,"Maíno, Fray Juan Bautista",https://content3.cdnprado.net/imagenes/Documentos/imgsem/60/6097/6097f5ec-0faa-46b4-bee6-aa48043ab2c1/7ffa9aa4-68d8-4aa1-b0b0-438af7c41b48_268.jpg,1635,7ffa9aa4-68d8-4aa1-b0b0-438af7c41b48_268.jpg
Prince Baltasar Carlos on Horseback,Oil on canvas,"Velázquez, Diego Rodríguez de Silva y",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5d/5d22/5d224aa8-4d2c-47e0-b3b2-3ea37229cdcb/2d057535-fe34-42a6-9f64-8c18846cb7a3_268.jpg,1635,2d057535-fe34-42a6-9f64-8c18846cb7a3_268.jpg
Cardinal-Infante Ferdinand of Austria at the Battle of Nördlingen,Oil on canvas,"Rubens, Peter Paul",https://content3.cdnprado.net/imagenes/Documentos/imgsem/12/12b2/12b22e77-77f2-486c-84a3-692647f6b135/3870a29c-e49f-4132-8f9a-26e1713df28a_268.jpg,1635,3870a29c-e49f-4132-8f9a-26e1713df28a_268.jpg
Funeral Rites for a Roman Emperor,Oil on canvas,Domenichino (Domenico Zampieri),https://content3.cdnprado.net/imagenes/Documentos/imgsem/32/32a7/32a75302-3538-4714-b7cb-3e8e7146bb89/6827e4dd-92ed-4685-8be3-976997c1baf4_268.jpg,1635,6827e4dd-92ed-4685-8be3-976997c1baf4_268.jpg
The Relief of Genoa by the 2nd Marquis of Santa Cruz,Oil on canvas,"Pereda y Salgado, Antonio de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d4/d413/d413f99b-41c6-4659-bf17-c7d2c7451e6a/635ca26e-e822-463c-8fc9-232ac4e91a21_268.jpg,1635,635ca26e-e822-463c-8fc9-232ac4e91a21_268.jpg
Landscape with Hermit bound in Chains,Oil on canvas,"Swanevelt, Herman Van",https://content3.cdnprado.net/imagenes/Documentos/imgsem/65/65ce/65ce283f-2f67-44cc-a9a7-3a0b9f1c7fdc/44d4a2e8-264e-4b10-a771-2392428b044e_268.jpg,1639,44d4a2e8-264e-4b10-a771-2392428b044e_268.jpg
Landscape with Saint Francis in Meditation,Oil on canvas,"Swanevelt, Herman Van",https://content3.cdnprado.net/imagenes/Documentos/imgsem/88/88db/88dbbf48-32ff-4567-8329-fb0183c18549/7d83293f-6222-4cac-9a5e-dcbd2b5c6d34_268.jpg,1639,7d83293f-6222-4cac-9a5e-dcbd2b5c6d34_268.jpg
Mountain Landscape with Hut and Vegetables,Oil on canvas,"Swanevelt, Herman Van",https://content1.cdnprado.net/imagenes/Documentos/imgsem/50/5061/5061bfdf-9ebc-4b21-9199-64f05b0c0cac/13c09369-5f6c-46c1-a556-dc72f383ebae_268.jpg,1639,13c09369-5f6c-46c1-a556-dc72f383ebae_268.jpg
Landscape with Carmelites,Oil on canvas,"Both, Jan",https://content3.cdnprado.net/imagenes/Documentos/imgsem/08/086a/086a0120-5273-41ba-a51b-a46e091d079e/bc5061cd-257a-48df-bd72-548fbd1b7e7c_268.jpg,1639,bc5061cd-257a-48df-bd72-548fbd1b7e7c_268.jpg
Landscape with Saint Rosalia of Palermo,Oil on canvas,"Swanevelt, Herman Van",https://content3.cdnprado.net/imagenes/Documentos/imgsem/7c/7c47/7c47b010-eb2f-4222-aabf-6e40cfa12601/d772f1cc-113a-46e4-9dba-d9ef04160acb_268.jpg,1639,d772f1cc-113a-46e4-9dba-d9ef04160acb_268.jpg
Landscape with Saint Benedict of Nursia,Oil on canvas,"Swanevelt, Herman Van",https://content3.cdnprado.net/imagenes/Documentos/imgsem/bd/bd70/bd70ff52-7f25-4ea0-9814-80477464288a/785d79b5-0cb2-4ca7-a2fd-bf1c262917c9_268.jpg,1639,785d79b5-0cb2-4ca7-a2fd-bf1c262917c9_268.jpg
The Hunt of Meleager,Oil on canvas,"Poussin, Nicolas",https://content3.cdnprado.net/imagenes/Documentos/imgsem/73/7323/732319ea-1af0-4350-8573-9583d6aa86fc/e24d9e0c-e8dc-43fb-93c3-36b7f347dd80_268.jpg,1639,e24d9e0c-e8dc-43fb-93c3-36b7f347dd80_268.jpg
Landscape with the Burial of Saint Serapia,Oil on canvas,"Claude (Lorrain, Byname Of Claude Gellée)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b7/b712/b7126a6a-ca83-4e82-a9b8-3a6257060f26/f3d87710-98c8-4abb-9e16-c757549c7f23_268.jpg,1639,f3d87710-98c8-4abb-9e16-c757549c7f23_268.jpg
The Embarkation of Saint Paula,Oil on canvas,"Claude (Lorrain, Byname Of Claude Gellée)",https://content2.cdnprado.net/imagenes/Documentos/imgsem/11/1104/1104a62a-edeb-4449-ab0b-7f8c57edee3a/c038244a-5626-40dc-a45c-844ba0b63810_268.jpg,1639,c038244a-5626-40dc-a45c-844ba0b63810_268.jpg
Saint Basil,Oil on canvas,Anonymous,https://content3.cdnprado.net/imagenes/Documentos/imgsem/78/78ed/78edb86e-a365-4996-84d7-6d10649b31e0/ab5b6034-7f0d-426a-9838-4bbd6b93d54f_268.jpg,1929,ab5b6034-7f0d-426a-9838-4bbd6b93d54f_268.jpg
Table with Desserts,Oil on canvas,"Benedetti, Andries",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ee/ee04/ee04e62c-8e71-43a9-a824-7113c73a6d82/fd752512-bc95-4f48-acc9-0214f553d093_268.jpg,1929,fd752512-bc95-4f48-acc9-0214f553d093_268.jpg
Ships in a Storm,Oil on panel,"Wou, Claes Claesz",https://content1.cdnprado.net/imagenes/Documentos/imgsem/25/25c8/25c89317-c7de-4c48-8e3c-31ea16032e25/3a048983-0858-4e03-b5bb-803047625919_268.jpg,1929,3a048983-0858-4e03-b5bb-803047625919_268.jpg
"Apples, Figs and Plums",Oil on canvas,"Espinosa, Juan de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/00/0096/00965130-e3fc-41fc-8176-ed8673d0292c/1a8a4010-1b18-4ee3-a93f-51a8b2719d29_268.jpg,1929,1a8a4010-1b18-4ee3-a93f-51a8b2719d29_268.jpg
Apples,Oil on canvas,"Espinosa, Juan de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/95/95f1/95f1bcff-ed98-4a52-abc2-4e1f8e4fab88/39637b4a-bbc3-476a-94b7-e97d72e597b5_268.jpg,1929,39637b4a-bbc3-476a-94b7-e97d72e597b5_268.jpg
The Painter Francesco Albani,Oil on canvas,"Sacchi, Andrea",https://content.cdnprado.net/imagenes/Documentos/imgsem/9c/9cc7/9cc7f7d9-1c11-4bb1-8ea2-280778c72bdb/096ab02a-95f4-4b9b-8584-6e2a2ee7684f_268.jpg,1635,096ab02a-95f4-4b9b-8584-6e2a2ee7684f_268.jpg
The ascension of Saint Gennaro,Oil on canvas,"Vaccaro, Andrea",https://content3.cdnprado.net/imagenes/Documentos/imgsem/6f/6f74/6f74aeba-63fe-4a69-b78b-daccfb26459e/6abde3b8-4557-4b05-9ffc-653e5490b5c0_268.jpg,1635,6abde3b8-4557-4b05-9ffc-653e5490b5c0_268.jpg
Smokers in a Tavern,Oil on panel,"Teniers The Younger, David",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f8/f830/f83001f7-89dd-40f1-93a2-7afb5618540a/3d8e42cc-eb4c-4a14-af1c-b45a5a2705a5_268.jpg,1635,3d8e42cc-eb4c-4a14-af1c-b45a5a2705a5_268.jpg
Saint Jerome,Oil on canvas,"Castillo Saavedra, Antonio del",https://content3.cdnprado.net/imagenes/Documentos/imgsem/40/40ff/40ff127e-2ce3-4cbc-a4a7-c2b285dd13a2/64a23716-3c84-4b33-8a69-2654d4f8eda4_268.jpg,1635,64a23716-3c84-4b33-8a69-2654d4f8eda4_268.jpg
Vase of Flowers,Oil on canvas,"Fernández ""el Labrador"", Juan",https://content3.cdnprado.net/imagenes/Documentos/imgsem/82/82d6/82d67dbb-caf0-4c6a-a3c7-5891f022b2c0/1d2e6fca-dade-4c95-8b33-f132bb6eca6f_268.jpg,1635,1d2e6fca-dade-4c95-8b33-f132bb6eca6f_268.jpg
A Philosopher,Oil on panel,"Koninck, Salomon",https://content1.cdnprado.net/imagenes/Documentos/imgsem/e0/e0d4/e0d4bad8-35a8-4c60-8912-bd3e58899cd7/5159f7b4-21f0-4d41-ac6f-11262400d0eb_268.jpg,1635,5159f7b4-21f0-4d41-ac6f-11262400d0eb_268.jpg
"Theodoric, King of the Visigoths",Oil on canvas,"Castello, Félix",https://content3.cdnprado.net/imagenes/Documentos/imgsem/6a/6aa6/6aa68c52-5129-4b36-a7bf-43f0c96d78cd/56cb216d-1c96-4ff7-a175-a5225069018f_268.jpg,1635,56cb216d-1c96-4ff7-a175-a5225069018f_268.jpg
The Coronation of the Virgin,Oil on canvas,"Velázquez, Diego Rodríguez de Silva y",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5f/5f39/5f39f2cc-0197-4522-aecf-1d8e3b2e4ae7/e8a846a9-3ab3-484b-a0ca-6da5437e67fd_268.jpg,1636,e8a846a9-3ab3-484b-a0ca-6da5437e67fd_268.jpg
Prince Baltasar Carlos in Hunting Dress,Oil on canvas,"Velázquez, Diego Rodríguez de Silva y",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ca/caf4/caf46687-5c05-4d08-a5f2-f4cd4b670ae8/6c013b8c-e85a-4d48-847b-ad3becbf8673_268.jpg,1636,6c013b8c-e85a-4d48-847b-ad3becbf8673_268.jpg
Landscape with Travellers and a Shepherd,Oil on canvas,"Swanevelt, Herman Van",https://content2.cdnprado.net/imagenes/Documentos/imgsem/70/7072/7072dd00-f5a3-4933-b154-559256a5b58d/fb3a3cab-b2d0-4226-9713-61903de2615b_268.jpg,1636,fb3a3cab-b2d0-4226-9713-61903de2615b_268.jpg
Christ among the Doctors,Oil on panel,"Bramer, Leonaert",https://content3.cdnprado.net/imagenes/Documentos/imgsem/37/37b4/37b4d61a-e599-457a-9468-a3e4d9f297aa/82191ebc-225f-4db0-9d22-a3e7bf445caf_268.jpg,1636,82191ebc-225f-4db0-9d22-a3e7bf445caf_268.jpg
Rustic Concert with Pipe and Violin,Oil on panel,"Ostade, Adriaen Van",https://content.cdnprado.net/imagenes/Documentos/imgsem/90/9080/908092a7-ddb3-4103-bba4-a1fc8fe26c8c/45f0b5a3-b4e3-4cc3-b70f-43773c58282b_268.jpg,1637,45f0b5a3-b4e3-4cc3-b70f-43773c58282b_268.jpg
Self-portrait,Oil on canvas,"Bernini, Gian Lorenzo",https://content3.cdnprado.net/imagenes/Documentos/imgsem/62/622a/622ade63-8b86-4594-9add-9b4b2199c10e/28212471-a0d5-483e-80a9-b4ad009bf25b_268.jpg,1638,28212471-a0d5-483e-80a9-b4ad009bf25b_268.jpg
The Buffoon Calabacillas,Oil on canvas,"Velázquez, Diego Rodríguez de Silva y",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f5/f5b4/f5b4b198-ea59-480e-b30b-8e599cda31db/1399e99d-75c2-4c0e-ae16-38a2d99ec9f4_268.jpg,1639,1399e99d-75c2-4c0e-ae16-38a2d99ec9f4_268.jpg
Roman Gladiators with Wooden Swords,Oil on canvas,"Romanelli, Giovanni Francesco",https://content3.cdnprado.net/imagenes/Documentos/imgsem/79/798e/798e7601-07e0-4076-9b3e-414c5575139d/88f486f6-840e-4144-b24f-4636fc1482e9_268.jpg,1639,88f486f6-840e-4144-b24f-4636fc1482e9_268.jpg
Penitent Magdalene,Oil on canvas,"Ribera, Jusepe de, lo Spagnoletto",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b2/b2c0/b2c06e09-1325-48f7-9b1b-a76d67245cc9/66e05375-59ee-4dc1-896c-174e13783555_268.jpg,1640,66e05375-59ee-4dc1-896c-174e13783555_268.jpg
Saint Paul the Hermit,Oil on canvas,"Ribera, Jusepe de, lo Spagnoletto",https://content3.cdnprado.net/imagenes/Documentos/imgsem/03/0340/034011e2-0773-4f0c-ab86-7d5cf2723a25/a1e0df2b-b417-4af1-8dad-e6e29d211088_268.jpg,1640,a1e0df2b-b417-4af1-8dad-e6e29d211088_268.jpg
Atalanta and Meleager hunting the Calydonian Boar,Oil on canvas,"Rubens, Peter Paul",https://content2.cdnprado.net/imagenes/Documentos/imgsem/d1/d177/d177683f-1c3a-4bbc-a155-241638051f4e/71998b88-7b2f-4034-af6c-152d0f43d826_268.jpg,1640,71998b88-7b2f-4034-af6c-152d0f43d826_268.jpg
Emblem of Death,Oil on panel,"Steenwijck, Pieter Van",https://content3.cdnprado.net/imagenes/Documentos/imgsem/45/4583/4583796d-fbff-488c-9576-40044814fe34/c6613610-a1cf-47e5-97cc-a9de54f80681_268.jpg,1640,c6613610-a1cf-47e5-97cc-a9de54f80681_268.jpg
Saint Euphemia,Oil on canvas,"Zurbarán, Francisco de",https://content.cdnprado.net/imagenes/Documentos/imgsem/a8/a869/a869ee8e-6d0b-4bb3-86dc-57a3f91b70be/78f585a6-25b1-4219-bfd9-a16f6c050365_268.jpg,1640,78f585a6-25b1-4219-bfd9-a16f6c050365_268.jpg
The raising of Lazarus,Oil on canvas,"Novelli, Pietro",https://content3.cdnprado.net/imagenes/Documentos/imgsem/6b/6b26/6b263686-27b2-419f-b755-81060629b23c/2fe36bb9-dc37-4b47-84d0-def5b01cff3d_268.jpg,1640,2fe36bb9-dc37-4b47-84d0-def5b01cff3d_268.jpg
Agnus Dei,Oil on canvas,"Zurbarán, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/79/795b/795b841a-ec81-4d10-bd8b-0c7a870e327b/cdf3cb11-d2b0-4dbe-a264-df2e65f54217_268.jpg,1640,cdf3cb11-d2b0-4dbe-a264-df2e65f54217_268.jpg
The Toilet of Venus,Oil on canvas,"Albani, Francesco",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d0/d099/d0991ae6-adf9-4004-90d4-07e02dd0b578/2d595213-fa67-4534-b3e4-27595cd8e738_268.jpg,1640,2d595213-fa67-4534-b3e4-27595cd8e738_268.jpg
Saint's head (Saint Peter?),Oil on canvas,"Guido, Giuseppe Di",https://content.cdnprado.net/imagenes/Documentos/imgsem/32/32d1/32d122d9-ce67-4b95-a71c-ae2789127013/9758f460-8bb8-42d9-8be4-820971c1f6e6_268.jpg,1640,9758f460-8bb8-42d9-8be4-820971c1f6e6_268.jpg
A king of Spain,Oil on canvas,"Cano, Alonso",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f0/f0fb/f0fb393d-8570-4780-80ff-f4534c05a970/98a8ba23-206d-438b-ae4f-dae2ba269e7f_268.jpg,1640,98a8ba23-206d-438b-ae4f-dae2ba269e7f_268.jpg
Still Life with Grapes and Apples,Oil on canvas,"Espinosa, Juan de",https://content2.cdnprado.net/imagenes/Documentos/imgsem/9c/9c6e/9c6ed1bc-8f58-4ffd-881a-a1a9dcd690cc/b88436ee-bfa9-45b2-946b-0a630b5ca4bf_268.jpg,1640,b88436ee-bfa9-45b2-946b-0a630b5ca4bf_268.jpg
Moses striking the Water from the Rock,Oil on canvas,"Assereto, Gioacchino",https://content3.cdnprado.net/imagenes/Documentos/imgsem/0a/0ab9/0ab98612-705f-4aab-9e45-c3b96351e40d/2118ab72-a5d9-4fa2-bcab-b66a8dbb5579_268.jpg,1640,2118ab72-a5d9-4fa2-bcab-b66a8dbb5579_268.jpg
Buffoon with Books,Oil on canvas,"Velázquez, Diego Rodríguez de Silva y",https://content3.cdnprado.net/imagenes/Documentos/imgsem/0e/0e15/0e15421d-e184-4059-aad4-d0073fd316a3/04a377e2-a72f-4882-8785-01904d80f296_268.jpg,1640,04a377e2-a72f-4882-8785-01904d80f296_268.jpg
The Boy from Vallecas (Francisco Lezcano),Oil on canvas,"Velázquez, Diego Rodríguez de Silva y",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5a/5a30/5a304c42-2eee-49da-b34e-3468b8cb7fb0/88712b13-d689-4966-beda-60aa03f13f2c_268.jpg,1645,88712b13-d689-4966-beda-60aa03f13f2c_268.jpg
"Mary, Lady Van Dyck",Oil on canvas,"Dyck, Anthony Van",https://content3.cdnprado.net/imagenes/Documentos/imgsem/18/1865/18651c1b-c00e-4059-b2bb-9d47928e2fdf/c3d690d9-eddd-4e77-85df-579c526dc299_268.jpg,1640,c3d690d9-eddd-4e77-85df-579c526dc299_268.jpg
Abraham and the three Angels,Oil on panel,"Bramer, Leonaert",https://content3.cdnprado.net/imagenes/Documentos/imgsem/2e/2e86/2e868016-50d3-4bb0-bb35-32df4d1de9e1/985acb94-111b-4978-ab4d-389a21933cf7_268.jpg,1640,985acb94-111b-4978-ab4d-389a21933cf7_268.jpg
Watching the Hunt in Aranjuez,Oil on canvas,"Martínez del Mazo, Juan Bautista",https://content2.cdnprado.net/imagenes/Documentos/imgsem/ed/ed83/ed83c253-d1e2-42d2-9001-4cdc7813f591/e8a10a6c-4b02-4a56-989c-9ecf20e7ec2f_268.jpg,1640,e8a10a6c-4b02-4a56-989c-9ecf20e7ec2f_268.jpg
The Martyrdom of Saint James,Oil on canvas,"Zurbarán, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/7e/7e18/7e180004-49fc-430b-b292-f9ba10b97f00/e102c319-4e22-48db-93ea-a28348decfd6_268.jpg,1640,e102c319-4e22-48db-93ea-a28348decfd6_268.jpg
Female Portrait,Oil on copperplate,Anonymous,https://content.cdnprado.net/imagenes/Documentos/imgsem/c2/c225/c225fadb-ef86-406b-9c37-6da75976f134/eb5daf21-c376-41ab-9cfa-736009204794_268.jpg,1640,eb5daf21-c376-41ab-9cfa-736009204794_268.jpg
The Concert,Oil on canvas,"Falcone, Aniello",https://content1.cdnprado.net/imagenes/Documentos/imgsem/10/10f8/10f8c77f-dff7-46cc-ad82-3c42038f2c7b/804adf80-28d4-4416-b755-20bfe869a05b_268.jpg,1640,804adf80-28d4-4416-b755-20bfe869a05b_268.jpg
Elephants in a Circus,Oil on canvas,"Lione, Andrea Di",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ee/eed7/eed7ed66-4d51-4593-b44c-1f2cb1b1f901/01421bbd-1381-4125-8d1d-814879a01f16_268.jpg,1640,01421bbd-1381-4125-8d1d-814879a01f16_268.jpg
